title;author;format;categories;cover_url;description;slug
Ich bin genug;Grace Byers;Buch;Selbstbewusstsein & Selbstliebe, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61JjzN-ACqL._AC_UY218_.jpg;„Ich bin genug“ ist eine liebevolle Erinnerung daran, dass jedes Kind – ganz gleich, wie es aussieht oder woher es kommt – wertvoll ist und genau richtig, so wie es ist. In klangvoller Sprache und mit ausdrucksstarken, farbenfrohen Bildern lädt Ich bin genug Kinder dazu ein, sich selbst zu lieben, anderen mit Respekt zu begegnen und an ihre innere Stärke zu glauben. ;ichbingenug
In my Skin;Morgan Christie, Martina Stuhlberger;Buch;Mehrsprachigkeit & Migration, Inklusion & Behinderung, Vielfalt & Diversität;https://m.media-amazon.com/images/I/9144kdgQ+5L._AC_UY218_.jpg;Told by many different children as they sing, rise, reach, move, learn, hope, laugh, rest, remember, and love, this gorgeous poem shows us that when you embrace the skin you're in, you open yourself up to a world of possibilities.;inmyskin
Kami & Mika - Das Geheimnis des magischen Strudels;Regina Feldmann, Ayşe Klinge;Buch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/81UGeJct9ZL._AC_UY218_.jpg;Verflixt! Als Mika sich bei der Prinzessinnenwahl heimlich am Büffet bedient, passiert ihr eine Riesenpanne: Mika sagt das verbotene Wort, bevor sie in eine Bombastfrucht beißt. Das bleibt natürlich nicht ohne Konsequenzen. Plötzlich taucht ein magischer Windstrudel auf, der die Zwillinge davonträgt und in eine wundersame Einöde befördert. Wo sind Kami und Mika da nur gelandet? Und viel wichtiger: Wie kommen sie wieder zurück?;kamimikadasgeheimnisdesmagischenstrudels
Kami & Mika - Die phantastische Reise nach Wolkenhain;Regina Feldmann, Ayşe Klinge;Buch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/81kCNNvkKKL._AC_UY218_.jpg;Bäh! Ein fleischiger rosa Teppich entrollt sich eines Tages durch das Fenster mitten in Kamis und Mikas Zimmer und katapultiert die Zwillinge hinauf in ein magisches Land in den Wolken. Der Teppich entpuppt sich als die Zunge des Chamäleons Konrad - dem Wächter von Wolkenhain. Hier oben dürfen alle so sein, wie sie sind, und niemand muss sich verstellen. Allen voran Konrad, der knallpink ist und seine Farbe nicht der Umgebung anpasst. Doch plötzlich wird der Wächter immer blasser und schwächer. Können Kami und Mika das Chamäleon retten?;kamimikadiephantastischereisenachwolkenhain
Kann unsere Erde fühlen?;Marc Majewski;Buch;Gerechtigkeit & Konfliktlösung, Leseförderung & Bildung;https://m.media-amazon.com/images/I/71X9P1Klf3L._AC_UY218_.jpg;Mit kurzen prägnanten Fragen und stimmungsvollen Bildern fordert der Autor und Illustrator Marc Majewski die Leser auf, darüber nachzudenken, was unser einzigartiger Planet wohl fühlen mag, und fragt schließlich: Und du, was willst du, dass die Erde fühlt?;kannunsereerdefuehlen
Kaya's Heart Song;Diwa Tharan Sanders, Nerina Canzi;Buch;Kreativität & Fantasie, Vielfalt & Diversität;https://m.media-amazon.com/images/I/916i5yh2IhL._AC_UY218_.jpg;Kaya is looking for her heart song—the song that happy hearts sing. Her search takes her on a journey deep into the jungle where a broken down carousel waits for a very special song to make it turn again.;kayasheartsong
Kivi & Monsterhund;Jesper Lundquist, Bettina Johansson;Buch;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität;https://m.media-amazon.com/images/I/51S8OAWnJwL._AC_UY218_.jpg;"“„Hund!“ ruft Kivi. „Ich will einen Hund! Ich schlafe sonst nicht!“, tut Kivi kund. ""Kivi & Monsterhund"" ist das erste schwedische Kinderbuch, in dem das geschlechtsneutrale Pronomen hen verwendet wird. Mit gut komponierten Strophen aus spielerischen Reimen, geht es in der Geschichte eigentlich um ein gewöhnliches Kind, das sich einen Hund wünscht. Dann beginnt schnell der turbulente, abenteuerliche Alltag mit dem Tier.”";kivimonsterhund
Kleidung ist für alle da;Susann Hoffmann;Buch;Vielfalt & Diversität, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/612PlOkDoqL._AC_UY218_.jpg;"""Kleidung ist für alle da"" lädt Kinder ein, sich unabhängig von ihrem Geschlecht frei zu entfalten – egal mit welchen Anziehsachen. Sanft und altersgerecht brechen die bunten Doppelseiten mit tradierten Geschlechterklischees und zeigen uns, dass Kinder vor allem eins sein sollten: sie selbst.";kleidungistfueralleda
Little Dreamers;Vashti Harrison;Buch;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität;https://m.media-amazon.com/images/I/51OnRFMZrpL._AC_UY218_.jpg;Wissenschaftlerinnen, Künstlerinnen und starke Frauen, die Geschichte schrieben: Dieses Buch stellt sie vor! So unterschiedlich ihre Betätigungsfelder auch sein mögen, eines haben sie gemeinsam: Sie hatten eine Vision und setzten sie um, entgegen aller Widerstände!;littledreamers
Little Leaders;Vashti Harrison;Buch;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität;https://m.media-amazon.com/images/I/51pjPrB-OrL._AC_UY218_.jpg;„Einige von ihnen waren widerwillige Anführerinnen, andere sich ihrer Tapferkeit nicht einmal bewusst.“ Vashti Harrison stellt starke Schwarze Frauen vor, die jede auf ihre eigene Art inspirierende Persönlichkeiten sind. Ob sie mit dem Stift in der Hand für mehr Gerechtigkeit kämpften oder sich zu den Sternen aufschwangen: Sie alle haben die Welt verändert!;littleleaders
Mama Superstar;Melisa + Manik;Buch;Mehrsprachigkeit & Migration, Vielfalt & Diversität, Freundschaft & Familie;https://m.media-amazon.com/images/I/61R1O97SNTL._AC_UY218_.jpg;"Zwischen kultureller Vielfalt und kulturellem Schock, zwischen dem Wunsch, dazuzugehören, und dem Gefühl, etwas Besonderes zu sein: In Deutschland begegnen den Migrant Mamas und ihren Töchtern viele Herausforderungen. Das reicht von komplizierten Behördengängen bis zum Staunen darüber, dass Deutsche ihre Eier im Garten verstecken oder Karneval im Sitzen feiern. In jedem der elf Kapitel berichtet eine Mutter von ihren Erlebnissen und Erinnerungen und verrät ihr Lieblingsrezept. Auch jede der elf Töchter kommt zu Wort und erzählt, warum ihre Mutter ein Superstar ist. Berührend, authentisch und ehrlich zeigt »Mama Superstar« die Kreativität, Widerstandsfähigkeit, den Mut, Spaß und Erfahrungsreichtum der Migrant Mamas. Das Sprachniveau ist bewusst einfach gewählt, damit möglichst viele Menschen an dieser Feier der Migration teilhaben können. Ihre Lebensgeschichten machen das besondere Band zwischen Müttern und Töchtern spürbar und inspirieren zu Toleranz und Offenheit!";mamasuperstar
Mama und Mami und ich;Nina LaCour;Buch;Freundschaft & Familie, Vielfalt & Diversität, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/71VmI2V2hVL._AC_UY218_.jpg;Für dieses kleine Mädchen gibt es keinen besseren Ort auf der Welt, als den zwischen Mami und Mama. Doch dann muss Mami für eine ganze Woche verreisen. Der Platz am Familientisch bleibt leer und die große Vermissung beginnt. Egal, wie sehr sich Mama um Ablenkung bemüht, der Trennungsschmerz wird für das Mädchen bald so tief wie der Ozean und so hoch wie die Sterne am Himmel. Doch dann haben Mutter und Tochter eine Idee, wie sie sich voller Liebe auf das Wiedersehen vorbereiten können ...;mamaundmamiundich
Odo und der Beginn einer großen Reise;Dayan Kodua;Buch;Vielfalt & Diversität, Kreativität & Fantasie;https://m.media-amazon.com/images/I/613VrlUQh6L._AC_UY218_.jpg;"Odo lebt glücklich mit ihrer Mama in einem wunderschönen Dorf in Ghana, in der Nähe der Hauptstadt Accra. Sie liebt es, mit ihren Freunden Fangen und Verstecken zu spielen – und wenn dunkle Wolken aufziehen, tanzen sie fröhlich im warmen Regen. Doch eines Tages verändert eine Nachricht alles: Odo und ihre Mama sollen nach Deutschland auswandern!  Der Gedanke, ihr Zuhause und ihre Freunde zurückzulassen, macht Odo traurig und ängstlich. Wie wird es in Deutschland sein? Wird sie dort neue Freunde finden? Und wie kann sie ein Zuhause verlassen, das sie so sehr liebt? ";odoundderbeginneinergrossenreise
Peace and Me;Ali Winter, Mickaél El Fathi;Buch;Gerechtigkeit & Konfliktlösung, Vielfalt & Diversität;https://m.media-amazon.com/images/I/A1LJXyZ5oDL._AC_UY218_.jpg;What does peace mean to you? This illustrated collection of inspirational ideas about peace is based on the lives of Nobel Peace Prize Laureates of the 20th and 21st centuries, among them Nelson Mandela, Martin Luther King Jr., Mother Teresa and Malala Yousafzai. A must for anyone interested in exploring this essential issue of our times, this child-friendly exploration of what peace means to you and me is a book for every bookshelf.;peaceandme
Rebel Girls feiern Neurodiversität;;Buch;Vielfalt & Diversität, Psychische Gesundheit, Inklusion & Behinderung;https://m.media-amazon.com/images/I/51OGFTDBdzL.jpg;Lerne 25 inspirierende neurodivergente Künstlerinnen, Sportlerinnen, Autorinnen und weitere spannende Mädchen und Frauen kennen. Erfahre, wie sie kreativ sind, ihre Träume verwirklichen und sich weltweit für die Rechte neurodivergenter Menschen einsetzen. Begleite Madeline Stuart, das erste professionelle Model mit Down- Syndrom, wenn sie auf dem Laufsteg glänzt. Erkunde Hollywood mit Salma Hayek, der preisgekrönten Schauspielerin mit Legasthenie. Erfahre, wie Journalistin und TV-Moderatorin Lisa Ling mit ADHS umgeht und staune, wie Temple Grandins autistisches Denken neue, einfühlsame Wege im Umgang mit Tieren aufgezeigt hat. Dieses Buch verbindet inspirierende, leicht verständliche Geschichten mit bunten Porträts, die von weiblichen und nichtbinären Künstler*innen aus der ganzen Welt illustriert wurden.;rebelgirlsfeiernneurodiversitaet
Sams grüner Daumen;Natasha Eliason, Thejal Mathura;Buch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/51momFbfedL._AC_UY218_.jpg;Eine Geschichte über ein Kind, das an sich selbst zweifelt. Sam fällt das Rechnen schwer. Am liebsten hätte er damit nichts zu tun. Zahlen kann er auch schon gut aus dem Weg gehen, aber vor einer Mathearbeit fühlt sich sein Bauch immer an wie mit einem Luftballon gefüllt. Deshalb wird eine Lerntherapeutin ihm die Geheimnisse des Rechnens zeigen. Zum Glück sind es bald Sommerferien und er kann bei Oma und Opa im Garten sein. Ja, dieser Sommer wird für Sam ein ganz besonderer… Er erfährt, dass seine Glaubenssätze oft nicht stimmen und dass es sich oft lohnt, nicht nachzulassen – besonders dann, wenn es schwierig wird und er am liebsten aufgeben möchte.;samsgruenerdaumen
Sei ein ganzer Kerl;Jessica Sanders;Buch;Selbstbewusstsein & Selbstliebe, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/5117Ne-5TjL._AC_UY218_.jpg;Was ist ein echter Junge? Ist er wild, tapfer und lustig? Oder zeichnet er schöne Bilder und liebt es, sich um andere zu kümmern? Egal, was ein Kind mag oder kann: Jungs sollten niemals das Gefühl haben, sich auf eine bestimmte Art benehmen oder kleiden zu müssen. Denn wir sind alle unterschiedlich und haben individuelle Stärken und Fähigkeiten!;seieinganzerkerl
Sleep Well, Siba and Saba;Nansubuga Nagadya Isdahl, Sandra von Doorn;Buch;Kreativität & Fantasie, Vielfalt & Diversität;https://m.media-amazon.com/images/I/812yo8E5ocL._AC_UY218_.jpg;Forgetful sisters Siba and Saba are always losing something. Sandals, slippers, sweaters – you name it, they lose it. When the two sisters fall asleep each night, they dream about the things they have lost that day. Until, one night, their dreams begin to reveal something entirely unexpected…;sleepwellsibaandsaba
Spielzeug ist für alle da!;Susann Hoffmann;Buch;Vielfalt & Diversität, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/61kM711DwDL._AC_UY218_.jpg;"Ist Werkzeug nur was für Jungs? Sind Puppen nur was für Mädchen. Dieses zauberhafte Pappbilderbuch räumt schon für Kleinkinder mit überholten Rollenbildern auf.";spielzeugistfueralleda
Sulwe ;Lupita Nyong'o;Buch;Vielfalt & Diversität, Körperbild, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/917xF22a1cS._AC_UY218_.jpg;"Sulwes Haut ist mitternachtsfarben. Sie ist dunkler als alle in ihrer Familie. Sie ist dunkler als alle in ihrer Schule. Sulwe will so schön und strahlend sein wie ihre Mutter und ihre Schwester. Bis eine magische Reise durch die Nacht ihr die Augen öffnet und alles für immer verändert. Das Kinderbuch-Debüt der oscarprämierten Schauspielerin und Produzentin Lupita Nyong’o ist eine wunderbare und liebevoll erzählte Geschichte, die Kinder beflügelt und befähigt, die Einzigartigkeit ihrer Schönheit zu erkennen.";sulwe
Tesslas Papa will nicht!;Asa Mendel-Hartvig, Caroline Röstlund;Buch;Freundschaft & Familie, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/51zrqTR398L._AC_UY218_.jpg;“Nein! Tesslas Papa will nicht aufstehen. Er will keinen Kaffee trinken, keine Zeitung lesen und schon gar nicht zur Arbeit gehen. Wenn er nicht erst einmal Schlitten fahren darf natürlich.”;tesslaspapawillnicht
Trommel Traum Girl;Margarita Engle, Rafael López;Buch;Kreativität & Fantasie, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/614+pU8BQSL._AC_UY218_.jpg;"Auf einer Insel voller Musik träumt ein Mädchen davon, Trommeln zu spielen – doch das ist allein Jungen erlaubt. Der Rhythmus in ihrem Herzen lässt sich aber nicht zum Schweigen bringen. Heimlich übt sie, trotzt den Regeln und kämpft für ihre Leidenschaft, bis ihre Musik endlich gehört wird. Mit jedem Trommelschlag verändert sie die Welt ein kleines bisschen – bis alle erkennen: Musik kennt kein Geschlecht.  Mit Trommeltraumgirl zeigt Margarita Engle ihre tiefe Verbundenheit mit jungen Träumer*innen, die unbeirrt ihren eigenen Weg gehen. Die Geschichte vermittelt kraftvolle und universelle Botschaften über Mut, Hoffnung und die Kraft, an sich selbst zu glauben – selbst wenn Hindernisse unüberwindbar scheinen. ";trommeltraumgirl
Unsere Familien;;Buch;Freundschaft & Familie, Vielfalt & Diversität, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/71U2I6NJDdL._AC_UY218_.jpg;Große Familien, kleine Familien, Leben in der Stadt oder auf dem Land, mit zwei Mamas oder bei den Großeltern - so unterschiedlich kann Familie sein! Diese Reihe mit großen Spiel-Klappen zeigt all diese Formen des Familienlebens. Bunte Bilder laden in den Alltag ein: Wie wird gewohnt, die Freizeit verbracht oder gefeiert? Und wie ist das eigentlich bei uns zu Hause? So findet sich jedes Kind in einem der Bilder oder in einer Familiengeschichten wieder und hat zugleich Einblick in andere Familien. Mit einem Stammbaum auf der letzten Seite lernen Kinder die wichtigsten Verwandtschaftsverhältnisse ganz einfach auf einen Blick kennen.;unserefamilien
Vielfalt ist für mich;Marisa J. Taylor;Buch;Vielfalt & Diversität, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/41nRkx0UNWL._SX342_SY445_ControlCacheEqualizer_.jpg;Vielfalt ist für mich.. ist ein zweisprachiges Kinderbuch auf English & Deutsch zum Thema Vielfalt. Die Hauptfigur Havana führt ihre kleine Schwester durch die Stadt London und erklärt ihr dabei, was das Wort Vielfalt für sie bedeutet. Ein ausgezeichnetes Buch für erste Gespräche über Vielfalt und Inklusion.;vielfaltistfuermich
Weil Großes in dir steckt;Regina Feldmann, Raissa Figueroa;Buch;Vielfalt & Diversität, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/81J2HI5GCKL._AC_UY218_.jpg;Ein Buch für dich, kleines großes Kind: Du hast eine wunderbare Fantasie – und mit ihr kannst du alles entdecken: neue Welten, verborgene Schätze und das, was in dir steckt. Dieses Buch nimmt dich mit auf eine zauberhafte Reise. Du wirst staunen, was du alles kannst – wenn du an dich glaubst. Deine Träume zählen. Und: Du bist nicht allein. Deine Familie, deine Wurzeln, deine Geschichte – sie geben dir Kraft. Du wirst Großes tun! ;weilgrossesindirsteckt
Wenn meine Haare sprechen könnten;Dayan Kodua;Buch;Selbstbewusstsein & Selbstliebe, Körperbild, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61L8EhyKQNL._SL1000_.jpg;"Die 7-jährige Akoma ist ein Mädchen mit wunderschönen Haaren und lebt mit ihren Eltern in einem kleinen Ort bei Hamburg. Auf Twi – einer Sprache, die man in Ghana spricht – bedeutet Akoma „Herz“. Und ihr Vater sagt oft zu ihr: „Mit deinem Akoma steht dir die Welt offen.“  Doch bei einem Klassenausflug zu einem Bauernhof passiert es: Die Besitzerin, Frau Schröder, fasst ungefragt ihre Haare an. Und Akoma mag das überhaupt nicht. Ihre Freunde merken sofort, dass sie sich unwohl fühlt. Im Laufe der Geschichte erfahren wir, wie sie mit Unterstützung ihrer Familie, ihrer Lehrerin und ihrer Freund:innen lernt für sich einzustehen. ";wennmeinehaaresprechenkoennten
